,Text,Label
314,"Are GoFundMe accounts a form of socialism?  I don’t have enough money to pay my bills, so let me create an account an ask for money to help pay my bills. ??",sarcastic
315,not to alarm anyone but i just saw spider-man by uta,sarcastic
316,Tell the liverpool players to get some beers and just sit on the grass for the full 90 mins. Let leeds score as many goals as they want. #NoToEuropeanSuperLeague,sarcastic
317,Omg thank u for pointing out that I apologize too much 🙏,sarcastic
318,Imagine not liking football 🤣,sarcastic
319,@catboychika Aren't you happy I gave you less competition for ranking,sarcastic
320,"""Someone in the pub just described the England team as """"a bunch of Marxists"""". Makes you proud doesn't it?""",sarcastic
321,"Yay - snow day, I can work from home - oh wait....",sarcastic
322,"the audacity of the neighbors to mow the lawn while i'm trying to sleep, at 6:30pm",sarcastic
323,Gosh sunderland twitter is a fun place to be tonight isn't it. One game. One game!!!,sarcastic
324,"When you're feeling all in your feelings, but a certain BEST FRIEND is making you see reason, and maybe you'll be okay. So damn rude. 😤 @LadyDeadlight",sarcastic
325,Love it wen people try and stop my friends seeing me! Looooolll.,sarcastic
326,2 x sand eating toddlers for sale. No previous owners. DM for details x,sarcastic
327,@TheLunaCinema @seetickets absolutely no response from Luna Cinema and my completely factual review on See Tickets has been moderated and will not be published 🤔 great to see @seetickets looking out for their customers. Excellent customer service all round 👏,sarcastic
328,"So our landlord just brought in new sofas which is lovely but in the process broke a table, someone’s cup and spilt tea on the carpet and left saying “you should probably clean that up” thanks Darren 🖕🏼",sarcastic
329,Thank you to @OrchardMead for organising pizza and ice cream! It was a lovely end of year gesture 😁💕 Happy holidays everyone - time to collect our time owed in lieu! 😅 #summerholidays https://t.co/324jzGSElj,sarcastic
330,Yes you can break all the rules for Christmas and risk serious fines and killing your loved ones with a deadly virus OR you could ✨stay at home✨,sarcastic
331,Entry level jobs that require 3 years prior experience 💕💕 ly 💕💕,sarcastic
332,"#HappyValentinesDay""",sarcastic
333,When your @Apple delivery gets stolen by a UK Mail delivery driver and the police know who it is but I still don’t get taken seriously🙃🙃🙃,sarcastic
334,Cheers @ASOS delivery lady for dropping my parcel off covered in coffee 😒👌🏼 https://t.co/UzY4gJS9DE,sarcastic
335,"""""""coping strategies to help with tinnitus and hearing loss: see a doctor!"""" Wow thanks internet""",sarcastic
336,I love how men know they have a baby on the way in one month and they decide to go out and buy a brand new mustang wow,sarcastic
337,"Both kiddos have a cold I don't feel good and now I think my oldest is having stomach issues, oh what a fun night!",sarcastic
338,"So, a country that is trillions in debt, with numbers approaching 13 million on surgical waiting lists and hurtling towards facism regime, is talking about rescuing people from a facist regime?",sarcastic
339,"...for reasons, this is aimed at nobody.""",sarcastic
340,you would think the odds of me sitting next to the exact same stinky man three bus trips in a row is highly unlikely. alas I seem to be a lucky gal,sarcastic
341,the only ppl who should be worried about Biden’s tax plan r the ones who get gifts for easter,sarcastic
342,Always glad to live in Kent 🙈🙈,sarcastic
343,This is awkward... @hollywills is a Diet Coke ambassador 🤯. #ThisMorning,sarcastic
344,"Thinking about that time Blizzard had the brilliant idea to change everyone's name on their forums to their real names. God, what an idea that was.",sarcastic
345,It’s so fantastic when you pay £800 a month to live in London in a fully refurbished house and wake up with water dripping on you from the upstairs en suite XXXXXX,sarcastic
346,Just disposed of a dead opossum. Good morning!,sarcastic
347,"Thanks to India for being so inept. I was hoping for a full day of cricket, got snacks and everything. Cheers. You could have at least tried. #bbccricket #INDvENG #ENGvsIND #Cricket",sarcastic
348,i hope u sleep maybe forever maybe not  lol,sarcastic
349,"My son will be PS5 because that shit is expensive.""",sarcastic
350,it's funny my mom thinks i possess no remorse when i feel remorse everyday for existing 😎,sarcastic
351,who needs an alarm when u can have the low rumbling voice of a stranger to wake u up in the morning 🥰,sarcastic
352,where can I hand my notice in for mental illness? been working at the same thing for way too long and it’s time for a change.,sarcastic
353,"@MailOnline Another misogynistic, homophobic rapper.. how shocking!",sarcastic
354,"Let's go meteor.""",sarcastic
355,"head is pounding, spent £25 on ubers last night and I have a 3000 word report to write :) yippee x",sarcastic
356,Inspired by the ‘dinner with Jay Z’ guy still going strong. I choose now to believe him,sarcastic
357,@cassieecote413 you can copy mine,sarcastic
358,"For a good laugh, follow me over on @vsheltonsports to see my best attempt at covering sports business news for class this semester.",sarcastic
359,First day of school and spectrum internet has already shit itself. Amazing,sarcastic
360,alllllll nighter. woohoo,sarcastic
361,"""""""Alexa add small bananas to the shopping list."""" I've added smooth armours to your shopping list."""" Gee thanks Alexa! #alexa""",sarcastic
362,Every time I see an establishment with paper straws I turn a little bit Republican,sarcastic
363,Love that someone broke into my car this morning,sarcastic
364,So weird how Venmo hasn’t venmoed me yet really thought I was the one,sarcastic
365,I love leaving the doctors office in tears. I need this kid to just decide to leave my body so we can be done and home together.,sarcastic
366,Joey the genius! I wish i was as brainy as him #towie,sarcastic
367,imagine being able to sleep haha can’t relate,sarcastic
368,only have to physically be in uni for an hour a week looool mmmm take my 9k xxxxx,sarcastic
369,Nice to see @Cardiffbus have started the new year off with the usual crap service. Just love waiting for a bus that doesn't turn up,sarcastic
370,Just gotta realize no ones interested in what I have to say 👌,sarcastic
371,nothing quite says hello 2020 like hypothermia 🥳,sarcastic
372,"our lord and savior, frank ocean, has saved us all once again.",sarcastic
373,i stg i probably talk to my tv more than i do to actual people whoops rip social life,sarcastic
374,Will pessi sign for man city,sarcastic
375,Life is about eating chicken finger and getting drunk,sarcastic
376,ate a bagel with cream cheese earlier and the impending doom immediately vanished from my mind,sarcastic
377,my hobbies include leaving projects for the night before and then complaining that the teacher didn't give us enough time 🙃🙃,sarcastic
378,"So my Twitter feed has to show me what tweets people I follow like. ...😐 If I unfollowed you, just know I'm tired of seeing porn",sarcastic
379,can't wait to cop tickets to see the cracker quartet,sarcastic
380,Hands up who remembers when EVERY blogger and their dog was a brand ambassador for Coconut Lane 😂,sarcastic
381,"me: i’m smart i’m funny i’m nice i’m cool i’m creative i’m hardworking i’m made of wood i’m honest i’m fast i’m awesome i’m hot i’m chronically ill i’m little i’m in demand i’m""",sarcastic
382,Who's ready for monsoon storms allllll weekend?!?!,sarcastic
383,Has any couple ever put furniture together and stayed together afterwards??? Asking for myself,sarcastic
384,"I spend the day sitting or napping, I ration my food like a psychopath, and I take one walk a day. I am my dog. #Covid_19 #CoronaVirusUpdate",sarcastic
385,Well. That went well. #BelgianGP,sarcastic
386,love waking up in a panic 🥴🥴,sarcastic
387,"Oh boy, a song I'm gonna play on repeat until it makes me physically ill to hear it! Thanks FOB",sarcastic
388,don’t make me rewatch panic 🤨,sarcastic
389,pay it forward is honestly one of the worst movies I've ever seen why would would anyone make an ending so sad I've been crying for 30 min,sarcastic
390,"hello to all three of my followers, this is my big return to twitter",sarcastic
391,we used to make fun of rich men for using 3in1 turns out they were never using anything at all 🤮,sarcastic
392,Thanks @myhermes for losing my parcel but giving me someone else's. I'm nice enough to go give it to them though. Please DM me back soon 😐,sarcastic
393,Anyone need a body for a human sacrifice? Trying to find a valid excuse to not go to work today.,sarcastic
394,"@inkofreality @StrangerTings1 @nytimes You're so close to understanding baseline biasing. You can get there, I believe in you!",sarcastic
395,Mine and @livlawrencex snapchats are just stunning👌,sarcastic
396,@32watto Neighbours,sarcastic
397,never drinking again,sarcastic
398,I reckon I could have put that in the net Morelos sir,sarcastic
399,what a great day to be stuck inside 🙃,sarcastic
400,Every time you complain about neopronouns or xenogenders we add five more,sarcastic
401,naming my son onickolas in honor of my love for @NICKIMINAJ,sarcastic
402,"Make sure to send postcards to the people dying in your local hospitals.  I’m sure they’ll be glad you’re not bored anymore""",sarcastic
403,@jabadgo @Nibellion Don’t run it on a school-provided laptop,sarcastic
404,thinking about how no one is obsessed with me 💔,sarcastic
405,"If the sound of the rain outside wasn’t bad enough I’ve now got my neighbours climbing onto their roof and shouting ‘I love blowjobs’, perfect background noise for me trying to study 👍🏻",sarcastic
406,@MarkHendyHR Only joking... keep it real. HR professionals have a life too... 🤔,sarcastic
407,Shaving in the shower without your glasses/contacts is EXACTLY like performing blind surgery 👀🔪,sarcastic
408,"New levels of desperation: sleep is now truly insignificant to me. In fact, it’s a downright annoyance.",sarcastic
409,"So I have an exam tomorrow, but likeee if the country is about to turn into a war zone does it really matter??",sarcastic
410,Getting a dog was single handedly the best and worst thing I’ve ever done..can’t imagine life without her and I can’t live without her.. Make sense?,sarcastic
411,cant wait to dance with harry styles and the delta variant at their concert in november!!,sarcastic
412,really honoured to have shared a coach today with a group of girls who didn’t know downing street was real and thought the prime minister and the queen lived together at buckingham palace,sarcastic
413,It’s “let’s see how many crumbs I can find in scarf” szn.,sarcastic
414,"Lucky for @JoelEmbiid , only MVPs get tossed for those kinds of fouls #76ers #ATLvsPHI #hawks #NBAPlayoffs",sarcastic
415,"@JasperSmiith @LentonDNRA @ShearerWest @registrarism @UniofNottingham @CllrDaveTrimble @SallyLongford @CllrDavidMellen @LilianGreenwood @MyLWE @MyNottingham Yeah just a coincidence that infection rates go up and down dependent on when students are in the area or not, also tallies in with the parties being attended by up to 3 times the amount of allowed attendees. Definitely not students 🤔🤦🏽‍♀️🙄",sarcastic
416,"Little Brother: is that the donny with one ear?""",sarcastic
417,I’ve always known #Bez is my spirit animal but seeing the mess he makes on @MasterChefUK confirms it 100% what a legend that man is,sarcastic
418,I love when I learn about stuff I've apparently done and said from people😂,sarcastic
419,@sdeditgirl You should know a true Oregonian doesn't use umbrellas!,sarcastic
420,"I love calling my mom early in the morning and waking her up, I take it as pay back for all the times she never let me sleep in 😜",sarcastic
421,Great night last night! Muggins here is the commis chef crouched down in the corner. Seriously an honour to help raise money for @acf_uk and work alongside these stellar chefs. Thanks for having us @nickg67 @frontlinechef! https://t.co/mkiTEpMzaz https://t.co/SVgdFYHyi4,sarcastic
422,@GainzyXBT Actually I've extrapolated based on the last daily candle and it turns out BTC will be sub-zero by December. The math doesn't lie.,sarcastic
423,How does one find motivation to do basically anything? Asking for a friend.,sarcastic
424,Sick of being healthy already pissing like a racehorse !! Keep Well hydrated Han 4th litre of water 💧💦,sarcastic
425,South Park being taken off Hulu is the worst thing that’s happened to me personally in 2020 and like.. my dad died,sarcastic
426,flew into a rage this morning bc i couldnt find my karaoke mic so yeah i would say things are going well for me,sarcastic
427,Most people have security cameras for protection. Ours acts as a DVR,sarcastic
428,Is there a zombie apocalypse going on upper street,sarcastic
429,💫jsc bonding nights💫🥰🥳,sarcastic
430,tiktok's full name is tictactoetok,sarcastic
431,you ever completely embarrass yourself on zoom and decide to drop out of college?,sarcastic
432,thats it im packing my things and moving to italy see u all in a month xo,sarcastic
433,@kashirenaii i would never go to six flags with u,sarcastic
434,next person that puts beomsil on my tl has to deal w me crying on the floor,sarcastic
435,its 3 30 am and I have decided the only redeeming quality of a male is that I can put my freezing cold toes on him and leach his warmth,sarcastic
436,just met the love of my life don't text,sarcastic
437,bad romance by lady gaga is the best song to ever come out of the american music industry and anyone who says otherwise is a liar,sarcastic
438,"Well done to the guy who was charging down the stairs at Ealing Broadway and sent me flying, you made me cry.",sarcastic
439,Day 3 of night shift: “Can I get a triple shot puppuccinio?”,sarcastic
440,@trpalomo Those boots must be tasty for how much they're choking on 'em 💀,sarcastic
441,Good morning September... Hello tonsillitis :(,sarcastic
442,"@KellyMartin_UK @Morrisons You’re right, it’s all one big conspiracy. You should boycott the NHS too, they’re in on it as well",sarcastic
443,@SkySportsBoxing if i think you would have a chance against fury i mean its easy for some broken bodied old boy to beat the best in the world,sarcastic
444,Just saw a cop riding a segway?!! So glad my taxes paid for that.,sarcastic
445,"""""""I can't wait to be a piece of shit with a bachelors degree""""""",sarcastic
446,Love it when someone buys a £175 coffee machine in Paris with my debit card 😕,sarcastic
447,@RealCandaceO Ok so when does the anger and bitterness start? Just so I can prepare properly…,sarcastic
448,"I'm so glad the clocks just went back, I have this whole extra hour of insomnia to play with.",sarcastic
449,"Please consider map filters on online mutliplayer. Pretty pls, thanks @CallofDutyUK",sarcastic
450,Got a bloody screening invitation for a massive film - YES THAT ONE YOURE THINKING OF - and both screenings are on school days 😭 tempted to quit teaching tbh,sarcastic
451,Having morning sickness when you're not actually pregnant is all the fun,sarcastic
452,They really said you can’t have nice weather AND no lockdown for your bday this year huh,sarcastic
453,“it’s hotter in the america right now and it feels fine british people are just being dramatic 🙄” QUICK ARE YOU SAYING THIS INSIDE UR AIR CONDITIONED HOUSE ‼️‼️‼️,sarcastic
454,Just had a flashback about a boy and nearly threw up in my mouth,sarcastic
455,@Ciara87C @RachaelSmarty @SashaHumphreys2 my tinder convos have been leaked,sarcastic
456,"#justsaying #AskingForAFriend  #opportunity""",sarcastic
457,Wow great album from Kanye. v John Cage 4’43 vibes x,sarcastic
458,"Just got in, how’d Liverpool get on?",sarcastic
459,Actually considering applying for the undateables,sarcastic
460,"""@JoeTalkShow @EdwardNorton Get ratioed, then tell us more about the """"hate-filled left,"""" especially about how the Republicans and independents who voted for Biden are somehow part of that group 🤣""",sarcastic
461,So excited to start this job!😊,sarcastic
462,"me: yes dad yes i am cuz im dating all of them duh""",sarcastic
463,"""I just read, """"oftenly"""" and threw up in my mouth a little.""",sarcastic
464,"I unsubscribe from being an adult, its not for me",sarcastic
465,"A whole 2% off for a single order, rejoice",sarcastic
466,Can’t wait to see Ed sheeran at tramlines tomoz x,sarcastic
467,"""@kirkkorner """"But it's a deterrent"""" 🙄""",sarcastic
468,@Torialou78 My excellent photography skills! :p lmao!!!,sarcastic
469,"@SIazVest @rodneyjaguars57 Fuck you got me there, you better get back to getting upset and jealous over successful and talented boxers",sarcastic
470,Just rediscovered that my nose is always in my field of vision so I will unfortunately be dropping out as I cannot continue my assigned readings in peace,sarcastic
471,There is nothing new in an oliver james publication that can't be found elsewhere for free. He's a leftist living a straight bourgeois life,sarcastic
472,Sometimes I wonder if Priti Patel and Boris Johnson think that the Prime Minister is the one with the best K/D ratio. It would make sense with the whole 'let the bodies pile high' thing.,sarcastic
473,Just won 3 cents on HQ words...early retirement here I come 😍,sarcastic
474,Schadenfreude x,sarcastic
475,"Being a mom with an autoimmune disease means I am a grown ass woman that caught hand, foot, and mouth from my daughter. My Hashimotos sucks. Thanks for all the sicknesses I so graciously suffer and should not be suffering at 40.",sarcastic
476,My gf has been in the Hamptons nannying for a few hours and she has already been to a POLO match. Is she in GOSSIP GIRL?,sarcastic
477,my computer does this fun thing now where it shakes in a way that exactly replicates what happens to my vision when i forget my meds so that’s exciting !,sarcastic
478,I'm just living off salads and yogurt and loving it tbh,sarcastic
479,"Lol jk, they have universal health care so Walter White would never have to resort to cooking meth in a trailer to be able to fund his cancer treatment.""",sarcastic
480,Ain’t never really had a daddy so I’ll never really need one 🤷🏾‍♀️,sarcastic
481,2 minutes into the book and I already hate the main character. Lovely,sarcastic
482,i would rather be outside reed timmers car in f3 tornado winds than go to work today,sarcastic
483,"Mother Nature: NOW I SHALL CAST OUT THE SUN AND BRING THE COLDEST OF RAINS UPON THY SUPER, DUPER FLAT LAND.""",sarcastic
484,I never feel more empowered than when I’m listening to ‘this is me’ from camp rock,sarcastic
485,Happy birthday to me. I got pinged and can't leave the house 🥰🤡,sarcastic
486,"don't cry because it happened, smile because it's over &lt;3",sarcastic
487,so the royal family is sound with pedophiles but as soon as a mixed race baby comes into it they’re scared ? makes sense 🥴,sarcastic
488,IF ONLY PEOPLE WOULD RAKE THE FORESTS. #Debate2020,sarcastic
489,Mad how many cars they make now without indicators 🙃,sarcastic
490,my car is acting up AGAIN for like the 3rd year in a row and I’m just going to drive it into the river at the point,sarcastic
491,My living room feels really lively now. I’m recklessly sipping tea absorbing choons #TaeSup,sarcastic
492,Lil Pump is the Nelson Mandela of our generation,sarcastic
493,I too enjoy making shit up and pretending like I understand basic economic principles https://t.co/cHDBHaxBBR,sarcastic
494,Just nearly cried in the tesco express because they didn’t have the cheese pizza or the back up pizza I wanted. My mental stability is strong today.,sarcastic
495,this time tomorrow i'll be dying at school Cannot Wait!,sarcastic
496,Matt Hancock is a top shagger,sarcastic
497,I’m gonna miss scantrons shortening my name to “Christ” after 16 years,sarcastic
498,"Day 55 of Lockdown. Finally bought some jigsaw puzzles. Absolutely cannot wait for them to come, highlight of my day (maybe even year)",sarcastic
499,Don’t you just love it when they dig up your road at 8:30am on a Saturday 😠,sarcastic
500,Just watched a man smoke crack on the R train in front of 3 families. New York is healing ✨,sarcastic
501,Using my recently acquired video editing skills on myself for a change. An oral #presentation assignment on #healtheconomics is as much fun as it sounds 🗣🎥 https://t.co/1LKHVyupie,sarcastic
502,"Get ready for the next big horror game this season, Slender Suburban Man",sarcastic
503,If I were the Red Sox I would simply play the Orioles more,sarcastic
504,Wow... the universe gave me the task of a potty training a whole human? the audacity.,sarcastic
505,@Mike_Fabricant This aged well,sarcastic
506,tanning in this heat is an extreme sport,sarcastic
507,Just almost got hit on the highway by a @CityofSanDiego truck 🤪 tysm for making me feel safe guys!!!,sarcastic
508,Searching for Pokemon later because I hate myself haha !!!,sarcastic
509,do you think when a middle aged white man goes to buy a big lifted brand new F150 they check to make sure his penis is incredibly small?? or do they just take his word for it,sarcastic
510,"#EdexcelBiology #Gcses2018""",sarcastic
511,Hailey convinced Tayler that putting a spoon in the microwave to scoop ice cream faster was a good idea,sarcastic
512,too many dudes are wearing birks with socks on. grow up. get the fucking toes out man.,sarcastic
513,came home to realize my family found and read my quarantine journal lmao lucky I didn’t get involuntarily committed wtf,sarcastic
514,No longer a female as I refuse to wear heels ever again,sarcastic
515,I changed out of my pajamas today and I think that’s really brave,sarcastic
516,I would like to dedicate my hot girl summer to the Eastpointe Chick-Fil-A. Thank you!,sarcastic
517,omg my ships are gonna love what taylor swift has done for them,sarcastic
518,"Hearing I love you is nice and all, but has your SO ever told you to eat shit? 😍😍😍 ugh @samduhclam",sarcastic
519,They really took friends off Netflix 😭😩🤦🏼‍♀️ what am I suppose to watch now??!??!!,sarcastic
520,Got my first shot. Feeling pretty good. Kinda feel like buying some Microsoft products. The shot didn't really hurt. But what will hurt is if I don't take advantage of the Microsoft office deal going on right now for a limited time,sarcastic
521,Why are the side effects of antidepressants so ✨scary✨,sarcastic
522,I like making food and then not eating it to assert my dominance,sarcastic
523,victoria has a crush on maluma,sarcastic
524,if i saw a capybara in person id probably throw up,sarcastic
525,shoutout to the kid who brought a pineapple to hc and threw it around #madrespect,sarcastic
526,it’s literally so hard being this hot and sexy and beautiful everyday,sarcastic
527,It's been a productive last day. Maxed Out all my credit cards in preparation of my Rapture tomorrow!!! #iwishwehadallbeenready,sarcastic
528,I just love falling up the stairs 😑,sarcastic
529,i love when i respond to my professor immediately after she emailed me and i still haven’t gotten a response :)) (it’s been almost 4 hours) :)),sarcastic
530,imma still vote for vermin supreme this presidential election 😤,sarcastic
531,"I’m so glad I know the quadratic formula from 8th grade instead of knowing how to pay taxes, get ready for college, oh OR ANYTHING ELSE USEFUL THAT INVOLVES BECOMING AND ADULT 🤠🥰",sarcastic
532,"What should I do?""",sarcastic
533,So staying up late was worth it..... 😪😩,sarcastic
534,"#IntoTheSpiderVerse""",sarcastic
535,"@AmazonUK why does Alexa UK not get improvements like Guard, Adaptive Volume, Male voice? Should we pay less for the devices than the US equivalent?",sarcastic
536,Bristol is absolutely littered with students!! Glad I never was one🙈,sarcastic
537,What happened to unbiased journalism @SkyNews?,sarcastic
538,"Oh wow, trolls really have a lot of time on there hands, jeez 🙄 they really don’t like getting banned #twitchtrolls",sarcastic
539,I’ve been laid off !! Nice:)),sarcastic
540,Lol at my life :),sarcastic
541,I love it when someone criticses my parenting then their adult son cuts his finger off with a knife and breaks his leg by falling off a bike,sarcastic
542,I’m in Canada so like Happy 4rth?,sarcastic
543,Anyone else wanna ruin me day x,sarcastic
544,"Have the most balanced diet, a healthy balance of codeine, panadol and ibuprofen....",sarcastic
545,@devisridhar Do you know of any good chippies in the Crewe area?,sarcastic
546,"@OldUnclePunch Yes, because we really have that sort of power. Why do brexity types always sound like they are all paranoid conspiracy therorists?",sarcastic
547,@DarrkIt @iamspade_ ya need a carry hit me up im a octane main,sarcastic
548,The numbers talking to me!,sarcastic
549,"apparently it's the biggest ask on the planet to find decently priced sandals with an enclosed toe. PLEASE, INTERNET. I just want to have vaguely summery shoes that don't involve me having my toes out to the world at all times lmfaoo",sarcastic
550,Ayeee it’s officially “I’m not even your girl” season 😛,sarcastic
551,Stop gatekeeping retirement living communities. I am mentally and spiritually ready to move in.,sarcastic
552,Corsodyl failing to consider i like being a person who spits blood when they brush their teeth,sarcastic
553,@c_j_mcburney Suspect there’s still room for you in the ground,sarcastic
554,Pregnant and constantly crave KitKats. I literally have been living off of them for the past 4 months.  @KitKat_US,sarcastic
555,"Packing to move house, and currently wondering why I had to pick such a heavy hobby? Like, why did I have to pick reading? Books are so heavy, my back hurts. Why couldn’t I have picked knitting? Yarn is light 🥲",sarcastic
556,"these two girls are on the beach in lawn chairs, i love shoobies",sarcastic
557,I do love it when my mum makes me spend my savings on beer 😒,sarcastic
558,Not only did I have to take care of covid patients last night but my charge nurse told me the covid scrubs make me look “unwantable”! Great!,sarcastic
559,"@Rosievix @mouthwaite Well, illegal immigrants  categorically don’t get money from the government but why let a little thing like facts get in the way of a good bit of xenophobia...",sarcastic
560,"ever just peep fox to see what crazy tuck is saying? tonight, i am learning that fauci actually funded the creation of covid in a lab and is solely responsible for the pandemic",sarcastic
561,I would do so much for people that would do absolutely nothing for me lol at least i know who my true friends are😀,sarcastic
562,“I don’t really like partying” Oh is that why you’ve gone to parties twice in the last week? Because you just can’t stand it? Makes complete sense.,sarcastic
563,Wishing all the birthday sex on @laurabora620 today 🎂 https://t.co/JtP0FCvo9R,sarcastic
564,Elaine Quijano exhibits roughly the same amount of control over this debate as two rabbits do on their first date.,sarcastic
565,"(I'm being sarcastic guys, I'm warning you lol)""",sarcastic
566,turning 22 next week so naturally I increased my tinder age range up to 60,sarcastic
567,im glad we finally have a party in opposition who are committed to taking the government to task for not making mistakes fast enough,sarcastic
568,"Okay, so die then.""",sarcastic
569,"I heard it might be snowing ??? Sounds fake, but okay??? Can anyone verify?????????",sarcastic
570,is this an earthquake because i am shook right now,sarcastic
571,@TheBabylonBee And the hot air and BS she generates makes for a perfect backup energy source!,sarcastic
572,How DARE my friends have jobs/boyfriends/lives they should consider my feelings and be free when I am,sarcastic
573,"Going to M&amp;S food will be the highlight of my day later, can’t wait👌🏻😅",sarcastic
574,A fun musical mashup is the country music playing at the gym with the one guy playing old Eminem on his phone at full volume in the locker room shower 🎶🎶🎶,sarcastic
575,"@kittin_knittin According to a Trump republican,  that's relative to Penis size.  There's a video.  Lol",sarcastic
576,"not to brag, but my thesis topic was so good that someone else published on it three months ago 🙃",sarcastic
577,I'm the highest I'll ever be on 420 in my life! I'm on an airplane duh,sarcastic
578,just found ive been walking on a broken foot for the past 6 months 🤪🤪🤪,sarcastic
579,it's all about women in stem struggles. what about women in interactive media struggles: i no longer win against my friends in smash because they major in goddamn video game.,sarcastic
580,Can cats wear nail polish,sarcastic
581,"Watched 127 hours... Kinda reminded me of this one time I got a bad splinter. Writing a book about it now, hit me up for an autographed copy",sarcastic
582,Love everything in my basket selling our before the sale was meant to start😒 @ZARA_Care @zara,sarcastic
583,@mcfcok82 Thank you for your well balanced and thoughtful input,sarcastic
584,accidentally followed CCD guidelines instead of CDC guidelines and now i have covid AND catholic guilt :/,sarcastic
585,watching tik toks at full volume in the middle of the airport should be a federal offense,sarcastic
586,i’m gonna get a boob job so i call myself a customizable doll,sarcastic
587,Friendly reminder you’re not vegan if you swallow cum,sarcastic
588,what i love about mine and summers work schedules is that she will finish at 8pm and then i’ll start work at 9pm and then when i get home at 7am she’ll start work at 8am ❤️,sarcastic
589,‘It’s only a game’ 🥴🥴,sarcastic
590,I love to pick my modules on a first come first served basis at the same time as everyone in my entire year on a website that hasn’t been updated since 1995 . Thrilling ❤️,sarcastic
591,"Oh good, it's time for the bi-monthly random power outage.",sarcastic
592,"Wish I was the bitch that Elijah hewson fucking hated, sad :(",sarcastic
593,Might just fuck around and take some horse dewormer for the thrill of if. Maybe I’ll feel something,sarcastic
594,"@adi_jord agreed, this is ridiculous, gotta cop a pair",sarcastic
595,Why was I not told Matthew Stafford and Cooper Kupp eat breakfast together before I drafted Robert Woods over him?,sarcastic
596,@abhiishekkkkkk @FCBGox Did you even watch a single la Liga madrid game last season bruh Varane isn’t that good anymore,sarcastic
597,can't wait til a bunch of pudgy suburban dads save the day with their firearms,sarcastic
598,V excited to grant an extension to students who email me and my co-teacher and get both of our names wrong,sarcastic
599,ima get up early tomorrow and make some tea and sit on the patio oh how I love to imagine things im never gonna do,sarcastic
600,. @shopDisney thanks for shutting down the only Disney Store in northeastern Ohio. The other two stores went out of business yrs ago. It’s not the same with shipping costs online not to mention LE doll sales are an absolute nightmare online. So unbelievably disappointing. 💔,sarcastic
601,I may look happy on the outside bit on the inside I'm dying #painful #sad,sarcastic
602,Feels like 10 degrees!! Wow catch me in South Parks soaking up the rays 😎 https://t.co/EpgwTLgICW,sarcastic
603,i’m sure 14 year old me would be delighted to know that 22 year old me is still getting stressed over websites crashing for bands🙃,sarcastic
604,"""Leave it to the nice people of Hutch to yell at me to """"eat shit"""" while I run. Jokes on them, I do.""",sarcastic
605,6 more hours and then a whoppingly massive 2days off work! wowzers!,sarcastic
606,me not turning up to work is a feminist movement actually,sarcastic
607,Good news: Played out of my mind from the sand traps today. Bad news: Was in the sand traps a lot today.,sarcastic
608,ik the republicans r like tryna say they won but idk why they don’t just settle this w an instagram poll??,sarcastic
609,"@banalincolnlogs red among us guy, hes hot dont come for me",sarcastic
610,"Stimulus checks should come with hand lotion, a face mask, and a bonus for every Instagram bingos you do",sarcastic
611,hey guys! i’m so happy to announce that i’m officially brain dead ☺️,sarcastic
612,safe to say my life is a lot better https://t.co/pE5isUMOpk https://t.co/K2hep49TcF,sarcastic
613,"#StudentAthlete""",sarcastic
614,If anyone wants to know how my nights going I tried making a private story on Snapchat and instead made a group chat... I hate my life,sarcastic
615,being single during college must be really fun when ur nOT IN A GLOBAL PANDEMIC,sarcastic
616,"me: """"yeah rachel really loves aids""""""",sarcastic
617,Why is this 30 yr old man trying to flirt w/ me at this wedding and talking about getting away with dating younger girls. Sir I will call the authorities,sarcastic
618,When I grow up I wanna be a sociopath,sarcastic
619,wearing a cute jumpsuit is all fun and games until you have to go to the bathroom,sarcastic
620,"Here they are:""",sarcastic
621,"Ah yes, another afternoon with the WiFi down...really makes working from home that extra bit more enjoyable :)",sarcastic
622,jack antonoff once ur done with clairo i’m right here sweetie,sarcastic
623,My life has gone from ‘drive it like you stole it’ to ‘drive it like your toddler needs the toilet’.,sarcastic
624,"Don’t keep up with the Joneses, the Joneses are broke!",sarcastic
625,"I see Dettol, Toilet Duck and Zoflora are all trending on Twitter. Now why could that be... #TrumpPressBriefing",sarcastic
626,I've just got up at five forty five on a Sunday to watch the Japanese Grand Prix as a Ferrari fan and saw Vettel jump (and then fuck up) the start and Leclerc tangle with Verstappen on turn 2. Lovely stuff.,sarcastic
627,"Dates moved from summer, to a 4 hour slot on a Friday evening in November which is about as much use as a telescopic sight on a knife.#WeWantARefund @UKConsumerRight""",sarcastic
628,it’s so rude that i’m not at the beach right now,sarcastic
629,"Also me: Wow, I forgot how good a freshly shaved undercut feels!""",sarcastic
630,Love it when I forget to transfer my rent money over from my savings 🥴,sarcastic
631,@MatthewStadlen @sajidjavid Thank you so much for your insightful thoughts- I’m sure @sajidjavid is overjoyed that you “quite like him”,sarcastic
632,"""""""friends""""""",sarcastic
633,love how badly i embarrass myself on nights out how iconic X,sarcastic
634,breaking my strict buying hiatus to get lisa’s album? it’s much more likely than you’d think,sarcastic
635,"According to my road rage, the word of the day is asshat",sarcastic
636,Halfway through snowboarding day 1 and pretty sure I have fallen at least 69 times 😆♋️,sarcastic
